"id_pessoa";"idade_pessoa";"salario_ano_pessoa";"propriedade_pessoa";"anos_trabalhados_pessoa";"id_emprestimo";"motivo_emprestimo";"pontuacao_emprestimo";"valor_emprestimo";"taxa_juros_emprestimo";"status_inadimplencia";"percentual_emprestimo_salario";"id_historico";"verifica_inadimplencia";"tempo_primeira_solicitacao"
"5OuuBl9g-LAGr";24;59964;"Hipoteca";0.0;"XDwkipP0-QIJb";"Pagamento_debitos";"B";1275;10.99;1;0.02;"CK79IdGO-XNOD";"N";4
"Kz2fxuBS-rBWw";25;13440;"Aluguel";3.0;"OzZHi8d4-GCGj";"Medico";"A";6000;7.49;1;0.45;"h4ci64PI-Gx4B";"N";3
"pMtksNGj-Yq49";63;37000;"Aluguel";24.0;"x8DWXu0i-mAMt";"Pagamento_debitos";"C";5450;15.96;1;0.15;"Jkdca0Ar-PEiO";"N";22
"KkHzBjRL-Hf6l";24;103000;"Hipoteca";8.0;"s18zgWw3-FgUE";"Melhora_do_lar";"B";6400;10.37;0;0.06;"UygR9TWz-pomk";"N";3
"9MGj0YJE-OCZE";26;66400;"Aluguel";6.0;"d2FWpaJQ-1fgF";"Medico";"A";6000;7.29;0;0.09;"JTzwqNwj-FTOL";"N";4
"YMWs45SE-Ti4D";23;60000;"Aluguel";1.0;"HtoXfNeq-nf0Y";"Pagamento_debitos";"A";9000;7.51;0;0.15;"7aB8jwQx-KSfh";"N";3
"9EgpwwlI-ZS59";24;49920;"Aluguel";0.0;"N8mXM0KS-k1ej";"Medico";"C";7200;13.06;0;0.14;"sH0Bdsb3-maTh";"Y";3
"1Q7UmS6k-FaKg";24;66000;"Hipoteca";8.0;"HvZJzPms-KERD";"Pessoal";"D";15000;18.25;0;0.23;"PySRh0BQ-S0S1";"N";4
"wpaSB5mK-kq19";24;28800;"Hipoteca";5.0;"7ek2yq4J-Oup6";"Pagamento_debitos";"C";5500;0.0;0;0.19;"zUuTLI6x-LSXE";"Y";3
"QEL2bnkj-WulR";26;30000;"Aluguel";4.0;"50w4B3ul-IlvM";"Pagamento_debitos";"B";12000;11.11;1;0.4;"XrUcsJZN-kNhL";"N";3
"QXI8vJSm-lQdJ";31;46000;"Aluguel";6.0;"oLByZNpg-RCFB";"Medico";"D";9600;14.46;1;0.21;"HmULBLlN-JuYf";"Y";5
"p71f1FgB-fhrZ";24;43275;"Aluguel";4.0;"GvGuZR4Q-vhq3";"Medico";"C";17000;13.47;1;0.39;"FGrro1Oo-oTwO";"N";3
"CBfaH5Sl-eCAD";36;28000;"Hipoteca";1.0;"pOtAwFDS-QvMu";"Empreendimento";"D";3075;15.62;1;0.11;"XimcdzFl-nj4n";"Y";12
"e71wTIPj-vgEB";41;58000;"Aluguel";16.0;"dzwLmgxR-c549";"Pessoal";"C";7500;11.03;0;0.13;"qJx4CrxQ-J8rh";"Y";16
"TGJBPatW-Yzcw";29;50004;"Hipoteca";5.0;"Wplt0BSX-caO3";"Pessoal";"A";10000;5.99;0;0.2;"o4z6J3tc-cHIw";"N";5
"4ePEsQ0Q-YPAT";22;76296;"Hipoteca";6.0;"a4Ei4NHR-M6JB";"Empreendimento";"A";18000;7.88;0;0.24;"P0QctpbZ-tA9E";"N";3
"RbytEvtH-R8nh";25;85000;"Aluguel";0.0;"AqiHDXaf-9uwK";"Medico";"E";1000;7.51;0;0.03;"EFvG2rYd-x903";"N";17
"CZWcNgWA-kbk4";26;87000;"Hipoteca";9.0;"MjTNYsmN-6qBc";"Pagamento_debitos";"C";25000;12.73;0;0.29;"FxGG9RvP-Le3z";"N";2
"lNh1ioty-uL1G";23;77004;"Hipoteca";6.0;"CPndc1jf-4kOA";"Medico";"A";12000;5.79;0;0.16;"IwZrEtno-zrEH";"N";3
"BZJ571NM-dZuF";26;32500;"Hipoteca";8.0;"nWcZf5y4-yGLj";"Pagamento_debitos";"C";3000;13.22;0;0.09;"FPz9BU2f-rsL4";"Y";3
"26zbU975-Ra7s";32;33600;"Propria";0.0;"1WW7hKsf-3BKx";"Empreendimento";"D";8000;16.02;0;0.24;"eIKQDX5W-Arz6";"N";8
"UuanEsMm-kKP1";23;24996;"Propria";1.0;"flZ3UDoi-58SR";"Educativo";"B";8000;11.26;0;0.32;"Kd719aNb-xmJO";"N";2
"0Z1dFZ7t-2fiG";23;110000;"Aluguel";3.0;"REvfD5KR-BTnE";"Educativo";"B";20000;12.42;0;0.18;"A9DSIb1i-ksRn";"N";3
"nm26knMn-Ps1C";23;44000;"Aluguel";2.0;"26KOtdFm-fwt7";"Medico";"C";6000;14.22;0;0.14;"7zLDJAXK-0Eca";"Y";4
"vvpUvQ4O-bzZd";22;81800;"Hipoteca";6.0;"WS37Hfdc-Kc8w";"Educativo";"A";2500;6.39;0;0.03;"AK407yt4-Q771";"N";2
"HNN6Grnl-fknG";24;75000;"Hipoteca";9.0;"NuXchJo0-2dX5";"Melhora_do_lar";"A";11500;5.42;0;0.15;"qBFrloUA-XKUB";"N";2
"P7EhdrpL-MAm7";23;74000;"Aluguel";7.0;"I7r8KjT4-TgFH";"Melhora_do_lar";"A";7000;6.03;1;0.09;"s7R8Wvrb-wRmI";"N";3
"g7oUKEXh-I6RP";34;29004;"Aluguel";9.0;"IgjYFDnN-GbqI";"Educativo";"B";10000;11.83;1;0.34;"57gf5lld-ouvD";"N";5
"vnroGHy6-XeTO";24;45000;"Aluguel";0.0;"l94Q0bc6-yHAr";"Pagamento_debitos";"D";4000;15.99;1;0.09;"vOe5ouwp-31W2";"N";4
"It8a0dYg-Wtjx";24;26000;"Aluguel";3.0;"LkOzKnYg-MNCN";"Medico";"B";7850;9.96;0;0.3;"nOxSMCc4-86kB";"N";2
"gefYdKAQ-8HUH";30;36996;"Aluguel";5.0;"80bGsnfi-KLiP";"Educativo";"A";10000;8.9;0;0.27;"thH5WQWe-XPBI";"N";6
"yakFUmEZ-DOB4";25;95004;"Hipoteca";9.0;"vKJ4HhXw-tz5J";"Educativo";"A";18000;7.51;0;0.19;"gnytRXfa-1YmA";"N";4
"38g2Wqak-9eUK";24;48000;"Hipoteca";7.0;"b8qRF3XJ-0T9g";"Medico";"A";12000;7.29;0;0.25;"1T0AAdZB-hJNe";"N";3
"bsjYmP00-XXsO";23;65000;"Hipoteca";7.0;"EXQXXO9g-llgX";"Educativo";"A";10500;6.03;0;0.16;"Yj0s3Sns-mdCe";"N";4
"fPn1zo1T-q42a";25;68000;"Hipoteca";9.0;"RlMDsNaP-wATd";"Pagamento_debitos";"B";8000;0.0;0;0.12;"ScPNzs2i-QEno";"N";3
"nUW23wGh-n5I0";24;37000;"Aluguel";2.0;"2H6he7UN-J88j";"Medico";"A";2000;5.42;0;0.05;"ndKnBXEe-3UDq";"N";4
"qeLEegLT-JDN0";38;55000;"Propria";5.0;"1R16NL8I-s6rf";"";"A";5300;0.0;0;0.17;"4At8MXOZ-2uTW";"N";7
"vmhI5zpF-Axmj";0;44208;"Aluguel";0.0;"2Y0KYMB6-Hxt7";"Medico";"A";10000;7.88;0;0.15;"DB2Av7qf-omUB";"N";2
"TmwmP232-jgoq";25;55000;"";10.0;"Eb6ND1jZ-A07Z";"Educativo";"C";5000;12.62;0;0.1;"hNCQBbuz-W9PY";"N";3
"mLg7mk92-eiF0";24;72000;"Hipoteca";8.0;"RiZz30mh-9JDI";"Educativo";"C";14000;14.65;1;0.19;"m8sZ296C-4Adx";"Y";4
"NZH1XocS-SsSQ";23;75000;"Hipoteca";7.0;"aSx7gsB7-55uF";"Empreendimento";"B";15000;10.38;0;0.2;"v4fR3SBR-gQAU";"N";3
"ujtFmKe5-WAXF";22;75000;"Aluguel";6.0;"GiMuUDeL-5HIx";"Educativo";"B";24000;12.69;1;0.32;"ssuAX2u3-Ko9y";"N";4
"pB5Pc17m-7zJR";29;80000;"Aluguel";5.0;"jkv382sr-fozT";"Medico";"B";12500;11.71;0;0.16;"ExZDUKrw-zMLh";"N";7
"lJ3RrRDr-nBLm";42;54000;"Aluguel";4.0;"5MsNMdbh-6Byo";"Pagamento_debitos";"C";16000;12.87;1;0.3;"bLNhwyWC-dnkb";"Y";14
"nQ9qdgkB-TBNe";23;44000;"Hipoteca";0.0;"3svGgLQw-ZLbW";"Medico";"A";5500;6.17;0;0.13;"pG8Z7nuW-TgPp";"N";4
"BEgWKAQl-b1GG";32;0;"Aluguel";0.0;"b9uK0dGB-T4DC";"Medico";"A";12000;14.54;0;0.27;"q8swHn45-O8Oj";"N";2
"MrqAIvlb-Z6As";24;35000;"Hipoteca";3.0;"lmF9czT9-Q3OQ";"Medico";"C";15000;14.27;0;0.43;"GLN3Rr8K-PMkz";"N";2
"JjYOjEFm-gwlQ";24;48000;"Aluguel";6.0;"nmUODyQN-Gaqp";"Educativo";"";6000;10.62;0;0.1;"uFuW2aXA-7DBF";"";2
"NOsABoqK-ZQOu";22;47940;"Hipoteca";4.0;"L3TbIEiP-KTUX";"Pagamento_debitos";"B";15000;0.0;0;0.31;"dXNRXXsm-d9wv";"N";4
"jBgeYcMT-ktfC";23;90000;"Aluguel";0.0;"BBRIJjIi-Jieq";"Pagamento_debitos";"C";8000;13.35;0;0.09;"xh1DyH2L-LLPZ";"Y";3
"bo2MWF7f-ttmC";24;85000;"Hipoteca";3.0;"aHCMF0aM-o9qY";"Melhora_do_lar";"A";0;0.0;0;0.1;"j4QchCXc-gsrU";"N";2
"yIfwX5cc-tRMu";25;74800;"Aluguel";2.0;"QrgTPJmG-KDrG";"Medico";"B";5000;12.69;0;0.0;"OLGcliQ7-B90C";"N";3
"QaUqpGfX-Zpyk";22;76000;"";0.0;"t3IJGvDR-CuAn";"Educativo";"C";8700;0.0;0;0.13;"epeGpCZH-YscG";"N";5
"qYIcDCpp-dJi9";23;29376;"Aluguel";3.0;"6zMKJMf0-F1Xe";"Empreendimento";"A";5950;7.66;0;0.2;"eC7BFyPc-MxXC";"N";2
"vX0220AL-N1Xc";28;48000;"Aluguel";5.0;"2OuPu8qh-deSt";"Pagamento_debitos";"B";15000;11.99;1;0.31;"KSWNLJ5O-9B30";"N";10
"MCo0wGTR-GKYT";22;22560;"Aluguel";3.0;"vmeawZxI-dAJv";"Pessoal";"D";4200;15.2;1;0.19;"dIPQI91u-28oR";"Y";4
"x7cblgov-B1Ru";26;20004;"Hipoteca";4.0;"t4nRe9mY-Z8jq";"Melhora_do_lar";"B";3600;0.0;0;0.18;"Ac5f9asC-BEXD";"N";4
"nwTPaOsg-l0Kw";30;71000;"Aluguel";2.0;"yoPRnhAp-fwYe";"Melhora_do_lar";"A";12000;8.9;0;0.17;"fcISCbk0-DYKK";"N";8
"rgHUJv2L-6UqX";21;45000;"Aluguel";3.0;"Dvfl8eFj-9O2N";"Medico";"B";9600;12.18;0;0.21;"ElwCZI3i-Zedp";"N";3
"eAu70Zhd-Y56P";30;45000;"Aluguel";2.0;"er6B2m2B-q8IW";"Educativo";"A";13250;7.9;0;0.29;"LQ9HMk7s-PYcp";"N";9
"ji3fFcUX-uC4L";23;24000;"Propria";0.0;"mwNA5RSD-MeZN";"Educativo";"A";7000;7.14;0;0.29;"D8n27kWQ-M1uS";"N";3
"5deB5DeT-OKAp";33;54000;"Aluguel";15.0;"vwZi6gb8-h0ve";"Pagamento_debitos";"B";10000;10.99;0;0.19;"s2fQ68Mw-HuT3";"N";8
"JDCofMQx-NcqA";34;41004;"Hipoteca";5.0;"9CtHUMhi-H5Lf";"Melhora_do_lar";"C";16000;11.78;0;0.39;"0WsPXwRh-aSWI";"N";5
"K5L32ZYa-G9wD";25;120000;"Aluguel";3.0;"JLZGArTk-WTro";"Pessoal";"B";12000;9.01;0;0.1;"WtyaB4rJ-qMUW";"N";2
"eeeNsG03-h61e";43;72800;"Hipoteca";7.0;"8iOqDmIF-tLRm";"Melhora_do_lar";"C";20000;12.84;0;0.27;"6GYp2kvH-x55n";"Y";12
"cEjbZaRO-oiW9";31;68000;"Hipoteca";15.0;"MOKcAEjr-OFIP";"Pessoal";"A";13600;7.88;0;0.2;"molmRgFr-3NBJ";"N";9
"HZFMUJQa-Chtj";25;70000;"Hipoteca";1.0;"aXpH1bBt-IG6M";"Pagamento_debitos";"C";11300;14.65;0;0.16;"AhaSF41s-JBt7";"Y";2
"YWZP6trb-fHUB";28;30422;"Propria";12.0;"13aN67o6-bMIO";"Pessoal";"A";5000;8.49;0;0.16;"amECIJkf-gzeI";"N";9
"mqut8h9F-RyBk";32;32678;"Hipoteca";10.0;"xcTywJAj-SA3S";"Pagamento_debitos";"C";3075;15.23;0;0.09;"miwdFSjS-aT45";"N";6
"GPn8G5iu-D5C6";36;69000;"Aluguel";20.0;"kHfWFYbJ-6mGf";"Empreendimento";"";12000;0.0;0;0.0;"4vbdDaYw-71s6";"N";2
"C6FYpsuT-dRan";26;35000;"Propria";0.0;"OkXYuJPo-pfDx";"Pessoal";"B";7200;11.11;0;0.21;"Jl06M7AO-YOvQ";"N";4
"jqOLtuOq-hZTm";22;49000;"Hipoteca";6.0;"t3Qu8UIk-oY6o";"Empreendimento";"A";4000;8.94;0;0.08;"JQcG0UbB-cSJk";"N";2
"af2guhUh-Sea2";23;90000;"Aluguel";4.0;"64PsEc9d-KKuU";"Empreendimento";"A";10000;7.51;0;0.11;"OfXyLhEr-l8Sm";"N";2
"crww9f3v-LKDE";37;35000;"";0.0;"ne1yiMnF-iPHA";"Medico";"A";14900;13.57;0;0.0;"IsW7c4f6-K8oU";"N";3
"LoDeL90q-JecM";24;48000;"Aluguel";8.0;"OBqNtCyQ-u4fn";"Medico";"C";4000;5.99;0;0.07;"XulvfQIW-P07z";"N";6
"I0hgOhxX-i1EI";29;37000;"Aluguel";1.0;"EGj6AKPo-g1bQ";"Medico";"B";6500;0.0;0;0.18;"T8HmE9db-3WH6";"N";8
"iSjJTQuU-fQHg";26;127000;"Hipoteca";10.0;"fvGHRbRn-UyKT";"Educativo";"A";6000;5.42;0;0.05;"x1K8I4Px-BneL";"N";3
"XE84waLq-ox7U";29;58000;"Hipoteca";8.0;"gkN0ABin-Df5t";"Pagamento_debitos";"A";1800;6.76;0;0.03;"jupjTkbm-1OZa";"N";8
"ydLhZCcs-7YRG";32;25000;"Aluguel";4.0;"a3j8vJNw-rFKc";"Medico";"C";11700;12.68;1;0.47;"8xuhvZmh-ETAg";"Y";10
"4Bl5JP7F-8RLm";24;65158;"Hipoteca";9.0;"yTiCs991-3gZr";"Empreendimento";"B";18000;10.25;0;0.28;"oQDe1Pbq-I4yv";"N";4
"gyiHz9AO-X50v";31;72000;"Aluguel";6.0;"m7kAqJOZ-GHXI";"Pagamento_debitos";"B";21000;11.99;1;0.29;"LprJBFXc-tgIs";"N";6
"YRYHN8WC-pNNU";37;70000;"Hipoteca";3.0;"1KMu4YaP-lWhZ";"Educativo";"D";15000;15.2;0;0.21;"eXP1E7lz-BeyC";"N";15
"W6R2HYrO-sFYN";26;20000;"Hipoteca";1.0;"ZxzfoPcu-S5kA";"Pessoal";"A";1500;7.74;0;0.07;"vDts8WMc-rEGQ";"N";3
"xU2qEpYx-IMu3";27;58000;"Aluguel";11.0;"cyU8eWHC-ljw7";"Empreendimento";"A";7000;0.0;0;0.12;"KCzA6qil-ROyy";"N";9
"LkiW2WBb-7oiB";25;46000;"Hipoteca";5.0;"550aMHCp-tRPC";"Educativo";"B";23500;10.25;0;0.51;"tc8i1hfC-y4Iq";"N";4
"UyDeGOUT-dwno";37;42000;"Aluguel";0.0;"BP6sI5hN-6sRJ";"Medico";"A";12000;0.0;0;0.29;"gUTOLdGs-g3At";"N";13
"bDr7Lmts-byNr";35;35000;"Hipoteca";5.0;"F9ZmrBXG-9vGN";"Educativo";"B";5600;11.49;0;0.16;"zQ7fB1fA-k2ao";"N";6
"veRNJgmL-xCSy";24;60000;"Propria";9.0;"FbzhMvqY-Z4Wj";"Melhora_do_lar";"B";15000;11.83;0;0.25;"pUFPe05Z-xXr7";"N";3
"om8wNigY-ibdM";26;114000;"Hipoteca";10.0;"7KwzzPwP-fnKX";"Pessoal";"A";14400;7.14;0;0.13;"YCSGnJbO-IMLG";"N";2
"i8ZaxfCH-ZvnB";23;50000;"Aluguel";4.0;"fTl0ZqiO-O4KU";"Empreendimento";"B";18225;10.74;1;0.36;"up1g0oxX-dnHW";"N";3
"2qL2TpcA-3UO0";26;108000;"Hipoteca";4.0;"LoQ6fSUb-Oz9B";"Pessoal";"A";9000;5.79;0;0.08;"yyxAqFSr-rcKu";"N";2
"ko1dKzEP-6inE";36;15000;"Propria";2.0;"CnRc3rht-fdIO";"Pessoal";"C";5000;13.92;1;0.33;"IgXB2l4g-w8Kr";"Y";15
"2vy9z5iw-q3GN";29;0;"";11.0;"H2Az1z70-0LOn";"Medico";"A";4500;17.99;1;0.19;"ju1ed2M8-hQOf";"Y";3
"sLDLD5QP-geQz";24;74700;"Hipoteca";4.0;"WZmhkgTG-9mLh";"Empreendimento";"B";19750;11.12;0;0.26;"ZhnM5sOC-5wGD";"N";3
"nTOKgZCT-YPUD";29;115000;"Hipoteca";3.0;"t9dKvc6a-4eAL";"Medico";"C";22000;15.23;0;0.19;"IEHObaim-KPC9";"Y";7
"yIMHvZnO-E1lP";24;58000;"Aluguel";3.0;"h7M73kGn-zlu4";"Empreendimento";"C";6000;12.87;0;0.1;"7j7QbikF-WO6W";"Y";2
"FBAa7wnq-ZmrW";21;18000;"Aluguel";2.0;"z8XP8nrT-PzhM";"Pessoal";"B";4500;10.38;1;0.25;"aX0z01Di-eOTe";"N";2
"AaDuh9Ug-p1By";25;191000;"Hipoteca";1.0;"681AjXXg-yUw5";"Medico";"B";10000;12.53;0;0.05;"P9shydKC-WLnl";"N";4
"TgE5b4GO-Dt74";24;145000;"Hipoteca";0.0;"BH1pq4aj-trt0";"Pessoal";"B";7000;10.99;0;0.05;"oUk9piHQ-eXRY";"N";2
"iE8Gfgzm-Cnr9";53;28000;"Aluguel";2.0;"Y4Frje95-7hBi";"Pagamento_debitos";"C";7000;6.0;0;0.25;"rISBPmag-GSxz";"N";26
"ixuN7YLq-enpm";27;90000;"Aluguel";4.0;"wJ9HaJlJ-yYhM";"Melhora_do_lar";"A";19200;6.99;0;0.21;"MbOFirvv-iriw";"N";8
"mtKsQFYC-LKKm";26;35000;"Aluguel";10.0;"IDluiXvd-GiaF";"Educativo";"B";12875;0.0;1;0.37;"GC5pNzCD-5LGU";"N";3
"1PlUc0s7-34sy";24;87996;"Aluguel";8.0;"kHGYRJS1-zX72";"Pagamento_debitos";"D";10000;14.84;1;0.11;"cnsI41OI-cHxY";"Y";2
"cnPIqOLn-27Uf";36;72000;"Propria";5.0;"jRzEskAt-vgxh";"Empreendimento";"B";6000;11.36;0;0.08;"68xQhgat-zjcW";"N";17
"wIpK7Gev-GmYY";27;97000;"Hipoteca";11.0;"ISoB48er-MIWu";"Pessoal";"B";3600;9.25;0;0.04;"TSHZjj7P-LRvz";"N";7
"PPpsN2dO-t8Nc";23;48000;"Hipoteca";7.0;"RAMDnjFE-lge5";"Empreendimento";"A";14125;0.0;0;0.29;"oMkXKB32-uT0q";"N";2
"6iioQclO-p4yk";32;42000;"Aluguel";4.0;"Rwqtn7rq-CO4E";"Pagamento_debitos";"B";5000;10.08;0;0.12;"DCOOUNrX-6fNg";"N";9
"lyIwPKNO-2tmM";24;39000;"Aluguel";2.0;"KR4b8blJ-vP0W";"Pagamento_debitos";"E";16000;19.91;1;0.41;"lBZEMguv-WrJO";"Y";3
"ee2ML0XS-ABsk";22;85000;"Aluguel";0.0;"3BjdGnEX-Nkfw";"Pagamento_debitos";"A";10000;7.66;0;0.12;"CZqaELdM-0LlA";"N";3
"rurICMmI-Arpz";24;56000;"Aluguel";0.0;"UtNOhqpW-DWDq";"Empreendimento";"C";12000;14.26;0;0.21;"0eBk8d9M-llz6";"Y";2
"M9IKRZYw-ZUin";30;270000;"Hipoteca";7.0;"tGGIFkE7-7wgN";"Melhora_do_lar";"E";35000;19.69;0;0.13;"yBkuvUh9-gsyL";"N";8
"uYsLkgLc-OwH6";41;55000;"Aluguel";9.0;"2Wht0eH9-fbh7";"Pagamento_debitos";"B";12000;12.53;0;0.22;"piKhYvXC-6Nw7";"N";15
"Xr94E2jd-PI8F";22;75000;"Aluguel";0.0;"wr8spLe8-OQyj";"Pagamento_debitos";"A";8000;5.99;0;0.11;"7Re04YcX-SKNA";"N";3
"qDeyTYs1-baNz";25;50000;"Aluguel";0.0;"OGSU5oJz-B4De";"Melhora_do_lar";"B";6400;9.91;0;0.13;"HtcIjFIo-tSbK";"N";4
"KtA0yqJ2-f66z";26;75000;"Hipoteca";2.0;"JXfBvep1-WbUl";"Empreendimento";"A";4000;5.79;0;0.05;"XgnPRWSj-hXuP";"N";3
"F6zAtLB6-gOZ6";22;46104;"Aluguel";4.0;"vZr3IvRx-1Ztn";"Educativo";"A";8775;7.29;0;0.19;"sfgX8yXX-8B8O";"N";2
"RlBABRwi-9ZoZ";48;30000;"Aluguel";0.0;"HDxQy5j8-QL6p";"Pagamento_debitos";"B";6000;12.42;1;0.2;"RyntU2uH-FZAa";"N";12
"htKQy0Q1-spTY";28;20000;"Aluguel";4.0;"kf4sDpmo-iX4M";"Pessoal";"D";4000;14.59;0;0.2;"Yh7T4t8L-uDYr";"N";9
"r6aTtxMC-1ryz";27;120000;"Hipoteca";11.0;"MlEdMQWD-mdum";"Educativo";"E";20000;0.0;0;0.17;"odOLkka8-Bh6k";"Y";7
"o0TtX2wL-LRpA";23;68000;"Hipoteca";5.0;"u7FTmbTA-jK6o";"Medico";"B";11500;9.99;0;0.17;"2SN03F1H-BR6E";"N";2
"4hphkPo9-YqDc";31;46992;"Aluguel";1.0;"5Gl11Sdq-ArRp";"Medico";"B";11000;11.14;0;0.23;"wgunoKp5-k5FR";"N";9
"SE66OekJ-9256";23;39000;"Aluguel";1.0;"3bovD3Ze-SpJg";"Pessoal";"B";12000;10.99;1;0.31;"8S366XUe-4vg7";"N";2
"aOljNTEY-cBxA";30;52000;"Hipoteca";2.0;"YfnYks4a-bNlA";"Pessoal";"C";18500;10.91;0;0.36;"AUTSI1mg-M0sc";"N";7
"F6DUo1sa-9bHc";26;59497;"Propria";2.0;"X7NTFRm4-ba4z";"Medico";"E";7000;17.88;1;0.1;"TyqY3tlg-eKmx";"N";2
"QkytDvfl-N1uF";24;79050;"Aluguel";2.0;"TeoZgXFq-ZzjL";"Medico";"B";2100;9.91;1;0.02;"xETsrsND-hvp4";"N";4
"v0bZ8uAY-hxvk";30;75000;"Aluguel";2.0;"Whr56GP6-egwr";"Medico";"C";6000;12.68;0;0.08;"UjTc82nd-qwG2";"N";8
"vM7jxZHX-hPQf";29;32997;"Aluguel";7.0;"XJDd9tQg-onCB";"Pagamento_debitos";"A";10000;5.79;0;0.3;"jvXpnOTv-W8gD";"N";7
"IYKcjmRZ-EGj7";0;70000;"Aluguel";5.0;"Y4YGCAT6-kdKz";"Educativo";"B";13225;16.11;0;0.0;"K6M9GKHr-JJWU";"Y";7
"nLTLC5XH-SWq0";22;24000;"Aluguel";6.0;"wfhaKEj3-QrgU";"Medico";"B";6000;10.65;0;0.25;"HPyMGtSl-knPo";"N";4
"X1hOll5o-0GQ0";22;22800;"Aluguel";4.0;"LQz8M2hU-L0rJ";"Educativo";"C";5000;13.85;0;0.22;"nFixUgRm-iuwZ";"Y";2
"osYRljt1-YH9e";35;30000;"Hipoteca";11.0;"hSbQoWzt-Pgsq";"Medico";"B";11000;10.65;0;0.37;"Nkd5AwXX-2165";"N";10
"IIhlZvhQ-TWXx";23;24000;"Propria";2.0;"v95A8LyI-3rBJ";"Educativo";"D";8000;15.62;0;0.33;"2n0OCB0m-iZZT";"N";2
"oArD4oX7-F4ZW";23;25200;"Aluguel";7.0;"fARXrroz-2fp0";"Educativo";"B";7200;11.86;1;0.29;"M4jwbCR2-S0RQ";"N";4
"WBjZHLin-mxl5";33;75000;"Hipoteca";6.0;"SyUoCGMQ-CGKm";"Empreendimento";"A";6000;7.51;0;0.08;"csrA4Sxa-BOXP";"N";5
"pOiseZcH-9Fk0";21;45192;"Hipoteca";0.0;"G0hUayxs-FJjj";"Pessoal";"B";11700;10.74;0;0.26;"3tcoPzMf-v8ma";"N";2
"ZJfjtaCn-lEga";0;83400;"Hipoteca";2.0;"FkJd73eX-ndDo";"Pagamento_debitos";"C";2200;7.49;1;0.0;"xv90w5QJ-d199";"N";6
"uXIIGpqS-JY2U";28;56000;"Propria";10.0;"uG96he3G-pcdJ";"Melhora_do_lar";"C";12000;14.72;0;0.21;"QxtZnP9w-Zlph";"Y";7
"glpYzXIu-xiMD";24;46809;"Aluguel";4.0;"ShlmyFhK-k2vK";"Pagamento_debitos";"B";5000;12.18;0;0.11;"LX63fpfC-ciB2";"N";4
"J3jGNZeh-OzZE";26;84996;"Aluguel";0.0;"NaelpPC5-t2kz";"Medico";"B";9000;11.26;0;0.11;"GvqL52S8-S8OH";"N";2
"3uYML31v-Yiyz";32;52500;"Hipoteca";15.0;"Fcnb6DzM-kvwg";"Pagamento_debitos";"A";9500;6.92;0;0.18;"Xfa01ccT-piGh";"N";7
"Als0ixDx-6lK4";23;64000;"Aluguel";7.0;"M2AnxS17-XHk9";"Educativo";"D";10325;12.92;1;0.16;"07I515ur-v1KP";"Y";2
"ATzUq99K-LyWJ";46;105398;"Hipoteca";9.0;"XjnlSIyd-MTh6";"Melhora_do_lar";"E";20700;17.43;0;0.2;"rEmYGgfL-rBax";"N";12
"t8Rwlmyv-U3M1";25;25000;"Aluguel";0.0;"LS5av9Nb-w0Fq";"Medico";"C";8500;12.53;1;0.34;"g8cTXf8G-1TgD";"Y";2
"pbrxxYCT-azkQ";27;35000;"Aluguel";8.0;"Ocg8CEfd-dYA4";"Pessoal";"B";12000;9.91;1;0.34;"OWpqlTfj-B7BP";"N";8
"WwXrx0nj-UG9n";33;56312;"Aluguel";2.0;"U8fDpRKQ-1ejj";"Melhora_do_lar";"B";3000;11.71;0;0.05;"Jj0uWkj8-Esq5";"N";9
"2qNsz1qK-xkA1";30;144000;"Hipoteca";12.0;"Kzthf8Xj-zHM1";"Pessoal";"C";35000;12.68;0;0.24;"hxKlcDu2-KgUZ";"N";8
"TOmaNH46-vzHX";32;30000;"Hipoteca";6.0;"Dy53nNLK-1NOW";"Empreendimento";"A";10000;7.51;0;0.33;"FGysKxk8-NOJC";"N";9
"jKzBhTxh-o0s9";34;33666;"Aluguel";4.0;"UDHqLcP5-MKTb";"Pagamento_debitos";"D";8000;17.49;1;0.24;"ZtFXywsl-Yy0D";"Y";5
"8H6EJ4iW-zv0q";23;70000;"Aluguel";1.0;"2np7Mwsd-C13K";"Medico";"B";17000;8.88;0;0.24;"QWeyOJFL-iEsp";"N";4
"htCImGpS-ivxg";27;86875;"Hipoteca";5.0;"2AuOfgsx-C2w5";"Empreendimento";"B";8000;10.59;0;0.09;"jH7z9UWP-OFGo";"N";10
"cj7a4Hfg-pf2P";26;45000;"Aluguel";3.0;"pGAjIxfE-wuq0";"Medico";"B";1500;10.25;0;0.03;"Ah8luD2L-WU85";"N";4
"nAaSmTLL-mxD8";22;50000;"Hipoteca";6.0;"jzppzPGG-n5jv";"Pessoal";"A";7800;6.62;0;0.16;"A4gS5ksR-xk7e";"N";3
"PhPDyo9L-7pt9";29;19200;"Aluguel";1.0;"uGjg4cKD-yjh8";"Pagamento_debitos";"A";2000;5.99;1;0.1;"nLiA9cnC-XES1";"N";6
"1rx5bLWq-g5Qa";32;300000;"Hipoteca";2.0;"SqaBqFi8-A77i";"Medico";"C";24000;12.87;0;0.08;"eCg51CXt-8Chu";"N";10
"oXNrwSN4-pHGd";28;115000;"Hipoteca";11.0;"eouval6d-Q1hc";"Melhora_do_lar";"A";5000;7.51;0;0.04;"hMRKJ4gx-1Mf2";"N";8
